cpd_index,r1,r2,r3,smiles,expt_t_max_count,r1_reagent,r2_reagent,r3_reagent,protein,expt,mw,log_p
OpenDEL0010-24-431-3561,24,431,3561,CNC(=O)c1[nH]nc(Cl)c1CN(c1cc(C)nc2nc(C(F)(F)F)nn12)C(C#N)c1ccc(F)c(F)c1,6,O=CC1C(Cl)=N[NH]C=1C(=O)O,N#CC(C1C=CC(F)=C(F)C=1)N,CC1C=C(Cl)N2C(=NC(C(F)(F)F)=N2)N=1,neg_control,expt007,539.8560000000002,3.737300000000002
OpenDEL0010-24-466-3561,24,466,3561,CCOc1cc(CN(Cc2c(Cl)n[nH]c2C(=O)NC)c2cc(C)nc3nc(C(F)(F)F)nn23)ccn1,5,O=CC1C(Cl)=N[NH]C=1C(=O)O,CCOC1N=CC=C(CN)C=1,CC1C=C(Cl)N2C(=NC(C(F)(F)F)=N2)N=1,neg_control,expt007,523.9070000000002,3.1881200000000014
OpenDEL0010-24-515-103,24,515,103,CCOC(CCN(Cc1c(Cl)n[nH]c1C(=O)NC)C(=O)c1ccc(-n2nc(C)cc2C)cc1)C1CCCC1,5,O=CC1C(Cl)=N[NH]C=1C(=O)O,NCCC(C1CCCC1)OCC,OC(C1C=CC(N2N=C(C)C=C2C)=CC=1)=O,neg_control,expt007,541.0960000000002,4.8530400000000045
OpenDEL0010-24-516-3561,24,516,3561,CNC(=O)c1[nH]nc(Cl)c1CN(CC1CCCC12CCOCC2)c1cc(C)nc2nc(C(F)(F)F)nn12,5,O=CC1C(Cl)=N[NH]C=1C(=O)O,NCC1CCCC12CCOCC2,CC1C=C(Cl)N2C(=NC(C(F)(F)F)=N2)N=1,neg_control,expt007,540.9780000000002,3.791120000000003
OpenDEL0010-24-555-3561,24,555,3561,CNC(=O)c1[nH]nc(Cl)c1CN(Cc1ccc(OCC(F)(F)F)c(OC)c1)c1cc(C)nc2nc(C(F)(F)F)nn12,7,O=CC1C(Cl)=N[NH]C=1C(=O)O,NCC1C=CC(OCC(F)(F)F)=C(OC)C=1,CC1C=C(Cl)N2C(=NC(C(F)(F)F)=N2)N=1,neg_control,expt007,606.9150000000003,4.344120000000003
OpenDEL0010-24-564-3561,24,564,3561,CNC(=O)c1[nH]nc(Cl)c1CN(Cc1cc(CC(C)C)on1)c1cc(C)nc2nc(C(F)(F)F)nn12,5,O=CC1C(Cl)=N[NH]C=1C(=O)O,NCC1=NOC(CC(C)C)=C1,CC1C=C(Cl)N2C(=NC(C(F)(F)F)=N2)N=1,neg_control,expt007,525.9230000000001,3.5809200000000025
OpenDEL0010-24-613-3561,24,613,3561,CCOc1cc2c(cc1CN(Cc1c(Cl)n[nH]c1C(=O)NC)c1cc(C)nc3nc(C(F)(F)F)nn13)OC(C)C2,5,O=CC1C(Cl)=N[NH]C=1C(=O)O,CCOC1C=C2C(OC(C)C2)=CC=1CN,CC1C=C(Cl)N2C(=NC(C(F)(F)F)=N2)N=1,neg_control,expt007,578.9830000000001,4.116520000000002
OpenDEL0010-24-697-3561,24,697,3561,CNC(=O)c1[nH]nc(Cl)c1CN(Cc1cc(-c2ccccc2Cl)no1)c1cc(C)nc2nc(C(F)(F)F)nn12,5,O=CC1C(Cl)=N[NH]C=1C(=O)O,NCC1ON=C(C2C=CC=CC=2Cl)C=1,CC1C=C(Cl)N2C(=NC(C(F)(F)F)=N2)N=1,neg_control,expt007,580.3580000000002,4.702820000000003
OpenDEL0010-24-732-3561,24,732,3561,CNC(=O)c1[nH]nc(Cl)c1CN(Cc1ccc(OC)c(Cl)c1)c1cc(C)nc2nc(C(F)(F)F)nn12,5,O=CC1C(Cl)=N[NH]C=1C(=O)O,NCC1C=CC(OC)=C(Cl)C=1,CC1C=C(Cl)N2C(=NC(C(F)(F)F)=N2)N=1,neg_control,expt007,543.3370000000001,4.056420000000003
OpenDEL0010-24-768-3561,24,768,3561,CNC(=O)c1[nH]nc(Cl)c1CN(CCCOc1cccc(OC)c1)c1cc(C)nc2nc(C(F)(F)F)nn12,6,O=CC1C(Cl)=N[NH]C=1C(=O)O,NCCCOC1C=CC=C(OC)C=1,CC1C=C(Cl)N2C(=NC(C(F)(F)F)=N2)N=1,neg_control,expt007,552.9450000000002,3.6719200000000027
OpenDEL0010-24-836-1325,24,836,1325,CNC(=O)c1[nH]nc(Cl)c1CN(CCN1CCN(C(C)C)CC1)C(=O)c1ccc(-c2ccco2)cn1,5,O=CC1C(Cl)=N[NH]C=1C(=O)O,NCCN1CCN(C(C)C)CC1,OC(C1C=CC(C2=CC=CO2)=CN=1)=O,neg_control,expt007,514.0300000000003,2.746100000000001
OpenDEL0010-24-857-2658,24,857,2658,CNC(=O)c1[nH]nc(Cl)c1CN(CCn1cnc(C)cc1=O)Cc1ccc(-c2ccccn2)nc1,5,O=CC1C(Cl)=N[NH]C=1C(=O)O,NCCN1C=NC(C)=CC1=O,O=CC1C=CC(C2C=CC=CN=2)=NC=1,neg_control,expt007,492.97100000000023,2.4472199999999997
OpenDEL0010-24-9-1325,24,9,1325,CNC(=O)c1[nH]nc(Cl)c1CN(CCCN(C)C(C)C)C(=O)c1ccc(-c2ccco2)cn1,5,O=CC1C(Cl)=N[NH]C=1C(=O)O,NCCCN(C(C)C)C,OC(C1C=CC(C2=CC=CO2)=CN=1)=O,neg_control,expt007,472.9770000000002,3.450400000000003
OpenDEL0010-24-988-3561,24,988,3561,CNC(=O)c1[nH]nc(Cl)c1CN(c1cc(C)nc2nc(C(F)(F)F)nn12)[C@@H]1CC[C@H]1COC,5,O=CC1C(Cl)=N[NH]C=1C(=O)O,COC[C@@H]1CC[C@H]1N,CC1C=C(Cl)N2C(=NC(C(F)(F)F)=N2)N=1,neg_control,expt007,486.88600000000025,2.619220000000001
OpenDEL0010-25-1021-3460,25,1021,3460,CCc1ccc(OC)c(S(=O)(=O)N(CCCCCC(=O)NC)[C@H]2C[C@H](C(=O)OCc3ccccc3)C2)c1,6,COC(CCCCC(=O)O)OC,C1C=CC(COC([C@H]2C[C@H](N)C2)=O)=CC=1,CCC1C=CC(OC)=C(S(Cl)(=O)=O)C=1,neg_control,expt007,530.6870000000002,4.076700000000003
OpenDEL0010-25-1304-1322,25,1304,1322,CNC(=O)CCCCCN(Cc1ccc(F)cc1Br)C(=O)[C@H]1C[C@@H](OC(C)(C)C)C1,5,COC(CCCCC(=O)O)OC,NCC1C=CC(F)=CC=1Br,CC(O[C@H]1C[C@@H](C(=O)O)C1)(C)C,neg_control,expt007,485.4380000000003,4.816900000000005
OpenDEL0010-25-1843-2465,25,1843,2465,CNC(=O)CCCCCN(CCc1cc(F)ccc1OC)Cc1ccccc1Cl,6,COC(CCCCC(=O)O)OC,NCCC1C=C(F)C=CC=1OC,O=CC1C=CC=CC=1Cl,neg_control,expt007,420.95600000000013,4.838800000000004
OpenDEL0010-25-854-1571,25,854,1571,CNC(=O)CCCCCN(CC1C2(CC2)C12CC2)C(=O)c1nn[nH]c1C(F)(F)F,5,COC(CCCCC(=O)O)OC,NCC1C2(CC2)C13CC3,OC(C1N=N[NH]C=1C(F)(F)F)=O,neg_control,expt007,413.444,2.7623000000000006
OpenDEL0010-25-928-1343,25,928,1343,CNC(=O)CCCCCN(CCN1c2ccccc2NS1(=O)=O)C(=O)c1ccc(C)cc1OC,5,COC(CCCCC(=O)O)OC,NCCN1S(=O)(=O)NC2=C1C=CC=C2,COC1C=C(C)C=CC=1C(=O)O,neg_control,expt007,488.61000000000024,2.929120000000001
OpenDEL0010-3-1213-3404,3,1213,3404,CNC(=O)c1cc(CN(Cc2cccc(OC(F)(F)C(=O)O)c2)C2CCc3c(F)cc(F)cc32)ccc1F,5,O=CC1C=CC(F)=C(C(=O)O)C=1,FC1C=C(F)C2=C(C(N)CC2)C=1,O=CC1C=CC=C(OC(C(=O)O)(F)F)C=1,neg_control,expt007,534.4810000000002,5.209400000000004
OpenDEL0010-3-1414-1325,3,1414,1325,CNC(=O)c1cc(CN(Cc2ccc(S(C)(=O)=O)nc2)C(=O)c2ccc(-c3ccco3)cn2)ccc1F,5,O=CC1C=CC(F)=C(C(=O)O)C=1,NCC1C=CC(S(=O)(C)=O)=NC=1,OC(C1C=CC(C2=CC=CO2)=CN=1)=O,neg_control,expt007,522.5580000000002,3.4814000000000025
OpenDEL0010-3-1681-20,3,1681,20,CNC(=O)c1cc(CN(CCc2ccc(C)s2)C(=O)c2ncoc2CC(C)C)ccc1F,8,O=CC1C=CC(F)=C(C(=O)O)C=1,NCCC1=CC=C(C)S1,CC(CC1OC=NC=1C(=O)O)C,neg_control,expt007,457.5710000000002,4.626820000000005
OpenDEL0010-3-1681-841,3,1681,841,CNC(=O)c1cc(CN(CCc2ccc(C)s2)C(=O)c2ncoc2C(C)C)ccc1F,8,O=CC1C=CC(F)=C(C(=O)O)C=1,NCCC1=CC=C(C)S1,CC(C1OC=NC=1C(=O)O)C,neg_control,expt007,443.54400000000015,4.551720000000005
OpenDEL0010-3-2000-1325,3,2000,1325,CNC(=O)c1cc(CN(CC(c2sccc2C)N(C)C)C(=O)c2ccc(-c3ccco3)cn2)ccc1F,5,O=CC1C=CC(F)=C(C(=O)O)C=1,NCC(C1SC=CC=1C)N(C)C,OC(C1C=CC(C2=CC=CO2)=CN=1)=O,neg_control,expt007,520.6300000000002,5.155520000000005
OpenDEL0010-3-2058-1325,3,2058,1325,CNC(=O)c1cc(CN(Cc2ncc(-c3ccc(F)cc3)[nH]2)C(=O)c2ccc(-c3ccco3)cn2)ccc1F,5,O=CC1C=CC(F)=C(C(=O)O)C=1,NCC1=NC=C(C2C=CC(F)=CC=2)[NH]1,OC(C1C=CC(C2=CC=CO2)=CN=1)=O,neg_control,expt007,527.5310000000002,5.212100000000004
OpenDEL0010-3-2137-2080,3,2137,2080,CNC(=O)c1cc(CN(C(=O)c2csc(Br)c2)[C@H]2C[C@@H](CCC(=O)O)C2)ccc1F,7,O=CC1C=CC(F)=C(C(=O)O)C=1,COC(CC[C@H]1C[C@@H](N)C1)=O,OC(C1=CSC(Br)=C1)=O,neg_control,expt007,497.38600000000025,4.295100000000003
OpenDEL0010-3-2203-3414,3,2203,3414,CNC(=O)c1cc(CN(Cc2ccc(OC(F)(F)C(=O)O)cc2)Cc2c(F)cc(C)cc2F)ccc1F,8,O=CC1C=CC(F)=C(C(=O)O)C=1,NCC1C(F)=CC(C)=CC=1F,O=CC1C=CC(OC(C(=O)O)(F)F)=CC=1,neg_control,expt007,522.4700000000003,5.0305200000000045
OpenDEL0010-3-30-3429,3,30,3429,CNC(=O)c1cc(CN(Cc2ccn3ncc(C(=O)O)c3c2)CC2(c3cccc(F)c3)CC2)ccc1F,5,O=CC1C=CC(F)=C(C(=O)O)C=1,FC1C=CC=C(C2(CC2)CN)C=1,O=CC1C=CN(C2C=1)N=CC=2C(=O)O,neg_control,expt007,504.53700000000026,4.404300000000004
OpenDEL0010-3-412-1325,3,412,1325,CNC(=O)c1cc(CN(Cc2noc(CCC(F)(F)F)n2)C(=O)c2ccc(-c3ccco3)cn2)ccc1F,5,O=CC1C=CC(F)=C(C(=O)O)C=1,NCC1=NOC(CCC(F)(F)F)=N1,OC(C1C=CC(C2=CC=CO2)=CN=1)=O,neg_control,expt007,531.4660000000001,4.560800000000004
OpenDEL0010-3-533-20,3,533,20,CNC(=O)c1cc(CN(Cc2cccc(COCC(F)(F)F)c2)C(=O)c2ncoc2CC(C)C)ccc1F,9,O=CC1C=CC(F)=C(C(=O)O)C=1,NCC1C=CC=C(COCC(F)(F)F)C=1,CC(CC1OC=NC=1C(=O)O)C,neg_control,expt007,535.5380000000002,5.293300000000006
OpenDEL0010-4-1333-1888,4,1333,1888,CNC(=O)c1ccsc1CN(CC1CCc2cccnc21)C(=O)c1cnn(CC2CCCC2)c1,5,O=CC1SC=CC=1C(=O)O,NCC1CCC2=C1N=CC=C2,OC(C1C=NN(CC2CCCC2)C=1)=O,neg_control,expt007,477.6340000000003,4.261800000000004
OpenDEL0010-4-1537-1610,4,1537,1610,CNC(=O)c1ccsc1CN(CCc1ccc2ncccc2c1)C(=O)C1C[C@@H]2C=C[C@H]1C2,5,O=CC1SC=CC=1C(=O)O,NCCC1C=CC2=C(C=CC=N2)C=1,OC(C1C[C@H]2C[C@@H]1C=C2)=O,neg_control,expt007,445.58800000000014,4.4394000000000045
OpenDEL0010-4-1912-848,4,1912,848,CNC(=O)c1ccsc1CN(CCc1cccc2ncccc12)C(=O)[C@@]12CCC[C@@H]1C2,5,O=CC1SC=CC=1C(=O)O,NCCC1C=CC=C2C=1C=CC=N2,OC([C@@](C1)(CCC2)[C@@H]12)=O,neg_control,expt007,433.5770000000003,4.417400000000004
OpenDEL0010-5-1373-3404,5,1373,3404,CNC(=O)c1ccc(CN(CCN2CC3CCCCN3C2=O)Cc2cccc(OC(F)(F)C(=O)O)c2)cc1F,5,O=CC1C=CC(C(=O)O)=C(F)C=1,NCCN1CC2N(CCCC2)C1=O,O=CC1C=CC=C(OC(C(=O)O)(F)F)C=1,neg_control,expt007,548.5620000000002,3.533800000000001
OpenDEL0010-5-165-1879,5,165,1879,CNC(=O)c1ccc(CN(C(=O)c2cc3ccccc3cc2OC)C(C)CN(C)C2CCN(C)CC2)cc1F,5,O=CC1C=CC(C(=O)O)=C(F)C=1,CC(CN(C1CCN(C)CC1)C)N,COC1C=C2C(C=CC=C2)=CC=1C(=O)O,neg_control,expt007,534.6760000000004,4.404000000000004
OpenDEL0010-6-1371-1619,6,1371,1619,CNC(=O)c1ccoc1CN(CCCSc1ccccc1)C(=O)Cc1cccc(OC)c1OC,5,O=CC1OC=CC=1C(=O)O,NCCCSC1C=CC=CC=1,COC1C=CC=C(CC(=O)O)C=1OC,neg_control,expt007,482.6020000000002,4.410100000000004
OpenDEL0010-6-1640-3563,6,1640,3563,CCN1CCC(CN(Cc2occc2C(=O)NC)c2nc(-c3ccccn3)ncc2OC)C1,6,O=CC1OC=CC=1C(=O)O,CCN1CCC(CN)C1,COC1C=NC(C2C=CC=CN=2)=NC=1Cl,neg_control,expt007,450.54300000000023,2.848200000000001
OpenDEL0010-6-172-1325,6,172,1325,CNC(=O)c1ccoc1CN(CC1CCC2(CCOCC2)CO1)C(=O)c1ccc(-c2ccco2)cn1,5,O=CC1OC=CC=1C(=O)O,NCC1CCC2(CCOCC2)CO1,OC(C1C=CC(C2=CC=CO2)=CN=1)=O,neg_control,expt007,493.56000000000023,3.9124000000000034
OpenDEL0010-6-2172-570,6,2172,570,CCn1nc(C2CC2)cc1C(=O)N(Cc1ccc(CC(=O)O)cc1)Cc1occc1C(=O)NC,5,O=CC1OC=CC=1C(=O)O,COC(CC1C=CC(CN)=CC=1)=O,CCN1N=C(C2CC2)C=C1C(=O)O,neg_control,expt007,464.52200000000016,3.202700000000002
OpenDEL0010-6-37-2224,6,37,2224,CNC(=O)c1ccoc1CN(CCC(C)c1ccccc1)C(=O)c1ccc(C(C)(C)C)c(OC)c1,6,O=CC1OC=CC=1C(=O)O,NCCC(C1C=CC=CC=1)C,COC1C=C(C(=O)O)C=CC=1C(C)(C)C,neg_control,expt007,476.61700000000025,5.7815000000000065
OpenDEL0010-6-540-1325,6,540,1325,CNC(=O)c1ccoc1CN(CCCc1cc(OC)ccc1OC)C(=O)c1ccc(-c2ccco2)cn1,6,O=CC1OC=CC=1C(=O)O,NCCCC1C=C(OC)C=CC=1OC,OC(C1C=CC(C2=CC=CO2)=CN=1)=O,neg_control,expt007,503.5550000000002,4.586600000000004
OpenDEL0010-6-658-3563,6,658,3563,CNC(=O)c1ccoc1CN(CC1(N2CCCCC2)CCN(C)CC1)c1nc(-c2ccccn2)ncc1OC,7,O=CC1OC=CC=1C(=O)O,CN1CCC(N2CCCCC2)(CN)CC1,COC1C=NC(C2C=CC=CN=2)=NC=1Cl,neg_control,expt007,533.6770000000002,3.4567000000000023
OpenDEL0010-6-837-2132,6,837,2132,CNC(=O)c1ccoc1CN(CC(C)c1ccc(N(C)C)nc1)C(=O)c1c(Cl)cc(C)nc1C,5,O=CC1OC=CC=1C(=O)O,NCC(C1C=CC(N(C)C)=NC=1)C,CC1N=C(C)C(C(=O)O)=C(Cl)C=1,neg_control,expt007,484.00000000000017,4.211540000000004
OpenDEL0010-7-1843-3162,7,1843,3162,CNC(=O)c1sccc1CN(CCc1cc(F)ccc1OC)Cc1cc(Br)ccc1F,7,O=CC1C=CSC=1C(=O)O,NCCC1C=C(F)C=CC=1OC,O=CC1C=C(Br)C=CC=1F,neg_control,expt007,509.4160000000001,5.401900000000005
OpenDEL0010-7-20-1543,7,20,1543,CNC(=O)c1sccc1CN(Cc1cccc(COC2CCOCC2)c1)C(=O)c1cn(C2CCC2)nc1C,5,O=CC1C=CSC=1C(=O)O,NCC1C=CC=C(COC2CCOCC2)C=1,OC(C1=CN(C2CCC2)N=C1C)=O,neg_control,expt007,536.6980000000004,4.8758200000000045
OpenDEL0010-7-2053-619,7,2053,619,CNC(=O)c1sccc1CN(CCCc1c(C)n[nH]c1C)C(=O)[C@@H]1C[C@H]2C=C[C@H]1C2,6,O=CC1C=CSC=1C(=O)O,NCCCC1C(C)=N[NH]C=1C,OC([C@@H]1C[C@@H]2C[C@@H]1C=C2)=O,neg_control,expt007,426.5860000000001,3.621240000000002
OpenDEL0010-7-2161-3449,7,2161,3449,CNC(=O)c1sccc1CN(C1CC(CC(=O)O)C1)S(=O)(=O)c1cc(C)oc1C(F)(F)F,5,O=CC1C=CSC=1C(=O)O,COC(CC1CC(N)C1)=O,CC1OC(C(F)(F)F)=C(S(Cl)(=O)=O)C=1,neg_control,expt007,494.51300000000015,3.472120000000002
OpenDEL0010-7-297-1325,7,297,1325,CNC(=O)c1sccc1CN(CCC1CCN(c2ccncc2)CC1)C(=O)c1ccc(-c2ccco2)cn1,5,O=CC1C=CSC=1C(=O)O,NCCC1CCN(C2C=CN=CC=2)CC1,OC(C1C=CC(C2=CC=CO2)=CN=1)=O,neg_control,expt007,529.6660000000002,5.106800000000005
OpenDEL0010-7-355-3563,7,355,3563,CNC(=O)c1sccc1CN(CCN1CCC(N(C)C)CC1)c1nc(-c2ccccn2)ncc1OC,5,O=CC1C=CSC=1C(=O)O,NCCN1CCC(N(C)C)CC1,COC1C=NC(C2C=CC=CN=2)=NC=1Cl,neg_control,expt007,509.68000000000023,3.0009000000000006
OpenDEL0010-8-1233-3563,8,1233,3563,CNC(=O)c1nn(C)cc1CN(CCc1c[nH]c2ccncc12)c1nc(-c2ccccn2)ncc1OC,5,O=CC1=CN(C)N=C1C(=O)O,NCCC1=C[NH]C2=C1C=NC=C2,COC1C=NC(C2C=CC=CN=2)=NC=1Cl,neg_control,expt007,497.5630000000002,2.7659000000000002
OpenDEL0010-9-1079-2658,9,1079,2658,CNC(=O)c1[nH]ncc1CN(Cc1ccc(-c2ccccn2)nc1)CC1CCCC12CC2,5,O=CC1C=N[NH]C=1C(=O)O,NCC1CCCC12CC2,O=CC1C=CC(C2C=CC=CN=2)=NC=1,neg_control,expt007,430.55600000000027,3.8088000000000024
OpenDEL0010-9-121-1325,9,121,1325,CNC(=O)c1[nH]ncc1CN(CC1CCN(CCN(C)C)CC1)C(=O)c1ccc(-c2ccco2)cn1,5,O=CC1C=N[NH]C=1C(=O)O,CN(CCN1CCC(CN)CC1)C,OC(C1C=CC(C2=CC=CO2)=CN=1)=O,neg_control,expt007,493.61200000000025,2.340300000000001
OpenDEL0010-9-1411-2644,9,1411,2644,CNC(=O)c1[nH]ncc1CN(CCc1cccc2ccccc12)Cc1ccc(C(F)(F)F)nc1C,5,O=CC1C=N[NH]C=1C(=O)O,NCCC1C=CC=C2C=1C=CC=C2,O=CC1C=CC(C(F)(F)F)=NC=1C,neg_control,expt007,481.52200000000016,4.889620000000003
OpenDEL0010-9-1645-2658,9,1645,2658,CNC(=O)c1[nH]ncc1CN(Cc1ccc(-c2ccccn2)nc1)C1CC(C)(C)c2ccccc21,5,O=CC1C=N[NH]C=1C(=O)O,NC1CC(C)(C)C2=C1C=CC=C2,O=CC1C=CC(C2C=CC=CN=2)=NC=1,neg_control,expt007,466.58900000000017,4.651100000000004
OpenDEL0010-9-1650-1724,9,1650,1724,CNC(=O)c1[nH]ncc1CN(CCCc1cnn(C)c1)C(=O)C1CCc2nc(C)ncc2C1,5,O=CC1C=N[NH]C=1C(=O)O,NCCCC1C=NN(C)C=1,OC(C1CCC2=C(C=NC(C)=N2)C1)=O,neg_control,expt007,450.54700000000025,1.36772
OpenDEL0010-9-1737-1325,9,1737,1325,CNC(=O)c1[nH]ncc1CN(Cc1cc2n(n1)CCC2)C(=O)c1ccc(-c2ccco2)cn1,5,O=CC1C=N[NH]C=1C(=O)O,NCC1C=C2N(CCC2)N=1,OC(C1C=CC(C2=CC=CO2)=CN=1)=O,neg_control,expt007,445.48300000000023,2.4095999999999993
OpenDEL0010-9-1771-2658,9,1771,2658,CCN(C)c1cc(CN(Cc2ccc(-c3ccccn3)nc2)Cc2cn[nH]c2C(=O)NC)ccn1,9,O=CC1C=N[NH]C=1C(=O)O,CCN(C1N=CC=C(CN)C=1)C,O=CC1C=CC(C2C=CC=CN=2)=NC=1,neg_control,expt007,470.5810000000002,3.2798000000000007
OpenDEL0010-9-1813-2658,9,1813,2658,CNC(=O)c1[nH]ncc1CN(Cc1ccc(-c2ccccn2)nc1)C1CNC(=O)C1,5,O=CC1C=N[NH]C=1C(=O)O,NC1CNC(=O)C1,O=CC1C=CC(C2C=CC=CN=2)=NC=1,neg_control,expt007,405.4620000000001,1.116999999999999
OpenDEL0010-9-1854-3563,9,1854,3563,CNC(=O)c1[nH]ncc1CN(C[C@@H]1CCO[C@H]1c1cnn(C)c1)c1nc(-c2ccccn2)ncc1OC,5,O=CC1C=N[NH]C=1C(=O)O,NC[C@@H]1CCO[C@H]1C2C=NN(C)C=2,COC1C=NC(C2C=CC=CN=2)=NC=1Cl,neg_control,expt007,503.5670000000002,2.1477999999999993
OpenDEL0010-9-2006-3563,9,2006,3563,CNC(=O)c1[nH]ncc1CN(CCc1cncn1C)c1nc(-c2ccccn2)ncc1OC,5,O=CC1C=N[NH]C=1C(=O)O,NCCC1=CN=CN1C,COC1C=NC(C2C=CC=CN=2)=NC=1Cl,neg_control,expt007,447.50300000000016,1.6126999999999994
OpenDEL0010-9-2172-2658,9,2172,2658,CNC(=O)c1[nH]ncc1CN(Cc1ccc(CC(=O)O)cc1)Cc1ccc(-c2ccccn2)nc1,5,O=CC1C=N[NH]C=1C(=O)O,COC(CC1C=CC(CN)=CC=1)=O,O=CC1C=CC(C2C=CC=CN=2)=NC=1,neg_control,expt007,470.53300000000013,3.0558000000000005
OpenDEL0010-9-2175-1325,9,2175,1325,CNC(=O)c1[nH]ncc1CN(Cc1nc(CC(=O)O)cs1)C(=O)c1ccc(-c2ccco2)cn1,5,O=CC1C=N[NH]C=1C(=O)O,COC(CC1=CSC(CN)=N1)=O,OC(C1C=CC(C2=CC=CO2)=CN=1)=O,neg_control,expt007,480.50600000000014,2.3504999999999994
OpenDEL0010-9-293-2658,9,293,2658,CCn1cncc1CN(Cc1ccc(-c2ccccn2)nc1)Cc1cn[nH]c1C(=O)NC,7,O=CC1C=N[NH]C=1C(=O)O,CCN1C=NC=C1CN,O=CC1C=CC(C2C=CC=CN=2)=NC=1,neg_control,expt007,430.51600000000013,2.6451000000000002
OpenDEL0010-9-414-3518,9,414,3518,CCc1cccc(CC)c1NC(=O)N(Cc1ccnc(Oc2ccccc2)c1)Cc1cn[nH]c1C(=O)NC,6,O=CC1C=N[NH]C=1C(=O)O,NCC1C=CN=C(OC2C=CC=CC=2)C=1,O=C=NC1C(CC)=CC=CC=1CC,neg_control,expt007,512.6140000000001,5.315700000000004
OpenDEL0010-9-472-2658,9,472,2658,CNC(=O)c1[nH]ncc1CN(CCc1c(C)nn(C)c1C)Cc1ccc(-c2ccccn2)nc1,6,O=CC1C=N[NH]C=1C(=O)O,NCCC1C(C)=NN(C)C=1C,O=CC1C=CC(C2C=CC=CN=2)=NC=1,neg_control,expt007,458.57000000000016,2.8215400000000006
OpenDEL0010-9-567-2658,9,567,2658,CNC(=O)c1[nH]ncc1CN(Cc1ccc(-c2ccccn2)nc1)Cc1ccc2cc[nH]c2c1,8,O=CC1C=N[NH]C=1C(=O)O,NCC1C=CC2=C([NH]C=C2)C=1,O=CC1C=CC(C2C=CC=CN=2)=NC=1,neg_control,expt007,451.5340000000001,3.910000000000002
OpenDEL0010-9-738-2658,9,738,2658,CNC(=O)c1[nH]ncc1CN(Cc1ccc(-c2ccccn2)nc1)Cc1cccnc1OC,5,O=CC1C=N[NH]C=1C(=O)O,NCC1C=CC=NC=1OC,O=CC1C=CC(C2C=CC=CN=2)=NC=1,neg_control,expt007,443.51100000000014,2.8323
OpenDEL0010-9-894-3563,9,894,3563,CNC(=O)c1[nH]ncc1CN(CCOc1ccccc1-c1ccccc1)c1nc(-c2ccccn2)ncc1OC,5,O=CC1C=N[NH]C=1C(=O)O,NCCOC1C=CC=CC=1C2C=CC=CC=2,COC1C=NC(C2C=CC=CN=2)=NC=1Cl,neg_control,expt007,535.6080000000002,4.382500000000003
OpenDEL0035-101-2-1103,101,2,1103,CNC(=O)c1cncc(CN2CCCC(Oc3ncccc3C(=O)N3CCC(n4cncn4)C3)C2)c1C,5,OC(C1C=NC=C(Cl)C=1C)=O,OC(C1C=CC=NC=1OC2CCCNC2)=O,C1NCC(N2C=NC=N2)C1,neg_control,expt007,504.59500000000025,1.8667199999999986
OpenDEL0035-11-41-1445,11,41,1445,CNC(=O)c1cccc(OCc2ccc(CN3CC(C(=O)NCC4(C)CC(F)(F)C4)C(C)(C)C3)cc2)c1,5,ClC1C=CC(COC2C=CC=C(C(=O)O)C=2)=CC=1,OC(C1CNCC1(C)C)=O,NCC1(CC(F)(F)C1)C,neg_control,expt007,513.6290000000004,4.634800000000004
OpenDEL0035-128-158-1792,128,158,1792,CNC(=O)c1ccc(CN2CC3(CCOCC3)CC2CC(=O)N2CCC(C#N)C2)c(OC(C)C)c1,5,CC(OC1C=C(C(=O)O)C=CC=1Br)C,COC(CC1NCC2(CCOCC2)C1)=O,N#CC1CCNC1,neg_control,expt007,482.6250000000002,2.966680000000001
OpenDEL0035-139-163-132,139,163,132,CNC(=O)CCCn1cc(CN2CCN(CCC(=O)N3CCn4cnnc4C3)C(C)C2)cn1,5,OC(CCCN1N=CC(Br)=C1)=O,COC(CCN1CCNCC1C)=O,N1CCN2C(=NN=C2)C1,neg_control,expt007,457.5830000000002,-0.060599999999996434
OpenDEL0035-169-67-1815,169,67,1815,CNC(=O)c1cc(CN2CCC(OC)(C(=O)N(C)Cc3ccc(C)c(C)c3)CC2)ccc1F,5,OC(C1C=C(I)C=CC=1F)=O,COC1(C(=O)O)CCNCC1,CNCC1C=CC(C)=C(C)C=1,neg_control,expt007,455.57400000000024,3.441740000000002
OpenDEL0035-179-38-1424,179,38,1424,CNC(=O)c1csc(Cc2ccc(CN(C)Cc3ccc(C(=O)NCCNS(=O)(=O)C4CC4)cc3)cc2)n1,5,ClC1C=CC(CC2SC=C(C(=O)O)N=2)=CC=1,CNCC1C=CC(C(=O)O)=CC=1,NCCNS(C1CC1)(=O)=O,neg_control,expt007,555.7260000000002,2.5371000000000006
OpenDEL0035-179-50-1429,179,50,1429,CNC(=O)c1csc(Cc2ccc(CN3CCCc4c(C(=O)NCCCOC(=O)N(C)C)cccc43)cc2)n1,11,ClC1C=CC(CC2SC=C(C(=O)O)N=2)=CC=1,OC(C1C=CC=C2C=1CCCN2)=O,NCCCOC(N(C)C)=O,neg_control,expt007,549.6970000000003,3.8644000000000025
